,Images,Text
449,000000007201.jpg#4,A yellow s.u.v is driving on the beach
450,000000124152.jpg#0,A white van parked next to a horse stable.
451,000000124152.jpg#1,An antique white colored car next to a wooden fence.
452,000000124152.jpg#2,A white vehicle is parked near a shed and fence.
453,000000124152.jpg#3,A vehicle parked by a fence with a cat on top of the roof.
454,000000124152.jpg#4,A vintage car sits in a small parking area alongside a wooden fence.
455,000000208849.jpg#0,A small dog is looking in the mirror of the car.
456,000000208849.jpg#1,a dog is visible in the reflection of a mirror
457,000000208849.jpg#2,A dog that is sitting in a car staring out a side mirror.
458,000000208849.jpg#3,A dog is looking at himself in the side mirror of a car.
459,000000208849.jpg#4,a reflection of a dog looking out the window in the side view mirror 
460,000000106166.jpg#0,The car is traveling down the road while the dog watches.
461,000000106166.jpg#1,A white and tan dog greeting passengers in a car which is coming up a driveway.
462,000000106166.jpg#2,a yellow dog meeting a car coming down the road
463,000000106166.jpg#3,Yellow dog watching a grey sedan drive on a rural road.
464,000000106166.jpg#4,A dog investigating a car stopped on a dirt road.
465,000000210731.jpg#0,A red building with movie posters plastered on the side wall.
466,000000210731.jpg#1,A movie store with advertisements on the wall
467,000000210731.jpg#2,Posters for various films are displayed on the side of a building.
468,000000210731.jpg#3,A street sign sitting in front of a red building.
469,000000210731.jpg#4,A wall that has several posters on it.
470,000000467187.jpg#0,a close up of a car mirror with a dog 
471,000000467187.jpg#1,A mirror is showing a dog with his head out of the window.
472,000000467187.jpg#2,A dog's reflection in the side mirror of a car. 
473,000000467187.jpg#3,The left side mirror of a car reflecting a dogs nose in the back seat
474,000000467187.jpg#4,A shot of a rear view mirror taken inside a car showing a dog with its head out the window in the back seat
475,000000517973.jpg#0,A white Volkswagon bug with a skateboard on the luggage rack.
476,000000517973.jpg#1,A surfboard sits on a car in a parking lot. 
477,000000517973.jpg#2,A parked car with a surfboard on top of it.
478,000000517973.jpg#3,A white VW bug sitting in a parking space with a surfboard on top of it.
479,000000517973.jpg#4,A vintage beetle with a surfboard on the top.
480,000000403360.jpg#0,A camera photos a dog in a rearview mirror.
481,000000403360.jpg#1,A dog in the side mirror of a car in the back seat.
482,000000403360.jpg#2,A dog is riding in a car with its head out the window
483,000000403360.jpg#3,A scruffy dog in a car reflecting off the side mirror. 
484,000000403360.jpg#4,A dog captured in the reflection of a car mirror.
485,000000255330.jpg#0,A person doing a skateboard trick on a rail
486,000000255330.jpg#1,A skateboarder doing a flip over a ramp in a park.
487,000000255330.jpg#2,a man does a trick on a skate board 
488,000000255330.jpg#3,A young man jumps and flips his skateboard in a park.
489,000000255330.jpg#4,A boy jumping in the air trying to do a skateboarding trick.
490,000000346544.jpg#0,there are two cars parked in this parking lot
491,000000346544.jpg#1,Two parked cars in front of a single story building.
492,000000346544.jpg#2,The police car is parked right next to the pick up truck. 
493,000000346544.jpg#3,A truck sitting next to a police car at a building.
494,000000346544.jpg#4,A police car is parked next to a truck at the side of a building.
495,000000265454.jpg#0,"A very colorful party bus, with cartoon characters painted on it."
496,000000265454.jpg#1,"A blue and white bus with the words ""party bus"" on the back."
497,000000265454.jpg#2,a big bus parked off to the side 
498,000000265454.jpg#3,Parked party bus has cartoonish characters painted on it's side
499,000000265454.jpg#4,A commuter bus brightly painted as a Party Bus 
500,000000498758.jpg#0,A man riding on the back of a motorcycle down a street.
501,000000498758.jpg#1,a man riding a black motor bike in back of a red car
502,000000498758.jpg#2,a motor cycle rider passing a red car
503,000000498758.jpg#3,a man on a motorcyle driving to the right of a car
504,000000498758.jpg#4,A motorcycle riding on the side of a car on the road.
505,000000180494.jpg#0,a man in skies is standing out in the snow
506,000000180494.jpg#1,A woman standing in her snowy yard on skis
507,000000180494.jpg#2,A person wears skis while venturing out into the snow outside of a house.
508,000000180494.jpg#3,A person cross country skiing past a car.
509,000000180494.jpg#4,There is a person standing on skis by a car.
510,000000546800.jpg#0,A cat is sitting between the seats in a car.
511,000000546800.jpg#1,A photo looking into a car with the cat on the center console.
512,000000546800.jpg#2,A cat sits in the middle console of a car while his owner drives
513,000000546800.jpg#3,A cat sitting on an arm rest in a car next to the driver. 
514,000000546800.jpg#4,A cat sitting in the middle section of a car.
515,000000067768.jpg#0,A silver and blue train traveling down train tracks.
516,000000067768.jpg#1,A large long train on a steel track.
517,000000067768.jpg#2,a train rolls on the track on a empty street
518,000000067768.jpg#3,A blue and white train is traveling down a set of train tracks. 
519,000000067768.jpg#4,Looking down at an electric train on its tracks
520,000000432962.jpg#0,A small white dog hanging out of a car door window.
521,000000432962.jpg#1,A dog is leaning it's head on the front card window.
522,000000432962.jpg#2,A small white dog with it's head hanging out the window of a car.
523,000000432962.jpg#3,A pretty white dog gazing out the window in the rearview mirror.
524,000000432962.jpg#4,White dog riding in car with head outside the window.
525,000000540848.jpg#0,a city bus riding down the street in a town
526,000000540848.jpg#1,A red bus on the street near a brick building.
527,000000540848.jpg#2,A red bus rounding a curve on a city street.
528,000000540848.jpg#3,A bus is on the street driving past a building.
529,000000540848.jpg#4,A passenger bus that is driving down the street.
530,000000021647.jpg#0,A BMW is pictured with a man walking with a bicycle
531,000000021647.jpg#1,The man is walking his bike near a car parked under a building.
532,000000021647.jpg#2,a car parked beside the road as a man holds his bike 
533,000000021647.jpg#3,A man with a bike passing a car
534,000000021647.jpg#4,A man walking his bike towards a parked BMW car.
535,000000014757.jpg#0,A person in  a car with a dog taking a picture in the side view mirror.
536,000000014757.jpg#1,A dog with its face handing out a car window.
537,000000014757.jpg#2,A dog looking out the window of a car.
538,000000014757.jpg#3,a person taking a picture of her dog in the car
539,000000014757.jpg#4,A woman taking a picture in the rear view mirror.
540,000000112122.jpg#0,A Polaroid picture of a side car mirror of a dog with his head out thew indow
541,000000112122.jpg#1,In this side car mirror you can see a dog with its head out the window
542,000000112122.jpg#2,A mirror shot of a dog enjoying the fresh air out of the window. 
543,000000112122.jpg#3,A dog sticking its head out of a car in a side mirror.
544,000000112122.jpg#4,A mirror shot of a dog riding in the car with its head out the window.
545,000000403184.jpg#0,A dog who is sticking its head out of a car window.
546,000000403184.jpg#1,White Buick Century car being driven by woman with dog in front seat
547,000000403184.jpg#2,a dog hangs out the driver side of a moving car
548,000000403184.jpg#3,A small dog that is halfway out the window getting some air.
549,000000403184.jpg#4,a dog hanging out the window of a white car 
550,000000103404.jpg#0,This is a badly folded city street 
551,000000103404.jpg#1,A building and some trees are reflected in the water.
552,000000103404.jpg#2,A flooded city filled with water up to traffic light poll.
553,000000103404.jpg#3,A flooded street with the water up to the traffic lights.
554,000000103404.jpg#4,"A flooded street at dusk, and apartment buildings in the background."
555,000000176505.jpg#0,"A white car parked near curb, next to a red fire hydrant."
556,000000176505.jpg#1,A car parked on the street beside a fire hydrant.
557,000000176505.jpg#2,A white car is parked close to a fire hydrant.
558,000000176505.jpg#3,a red fire hydrant and a white car
559,000000176505.jpg#4,White car parked near fire hydrant with license plate with the words Barcardi.
560,000000075423.jpg#0,A bus that can be seen through a side mirror.
561,000000075423.jpg#1,A green bus reflection seen through the rear view mirror
562,000000075423.jpg#2,A bus is shown in the mirror of a car.
563,000000075423.jpg#3,The image of a bus through a cars side view mirror.
564,000000075423.jpg#4,in the rear view mirror you can see there is a bus behind the car
565,000000032773.jpg#0,A train on the train tracks at a train station
566,000000032773.jpg#1,A train traveling down the track in the middle of the day.
567,000000032773.jpg#2,A train that is pulling into the station.
568,000000032773.jpg#3,Train tracks with a train stopped at a train station 
569,000000032773.jpg#4,A train moving down a track approaching a station.
570,000000331379.jpg#0,A dog seen in the rearview mirror of a car
571,000000331379.jpg#1,A rear view mirror on the side of a car reflecting a dog hanging out of a truck window.
572,000000331379.jpg#2,a dog poking  its head out of a car window reflected in another car's rear view mirror
573,000000331379.jpg#3,Driver's view of dog sticking his head out the window of another vehicle.
574,000000331379.jpg#4,a close up of a car mirror with a dog
575,000000545191.jpg#0,A blue double decker bus driving down a street.
576,000000545191.jpg#1,A double deck transit bus riding down a street.
577,000000545191.jpg#2,a bus riding down a small street 
578,000000545191.jpg#3,The city bus is traveling down the road. 
579,000000545191.jpg#4,A double decker bus is on a narrow road with other vehicles.
580,000000385066.jpg#0,A small brown dog standing next to a red smart car.
581,000000385066.jpg#1,A small dog standing next to a car on a road.
582,000000385066.jpg#2,a close up of a small dog near a car 
583,000000385066.jpg#3,A dog barks on the street with a a smart car behind it.
584,000000385066.jpg#4,A small dog barking next to a small red car.
585,000000454172.jpg#0,A man taking a picture of a bird. 
586,000000454172.jpg#1,A small bird is standing in the grass while someone takes a photo.
587,000000454172.jpg#2,A passenger traveling in a car taking a photo of a bird.
588,000000454172.jpg#3,A man taking a photo of a bird outside his car window.
589,000000454172.jpg#4,A small bird on the road side having it picture taking by the cars passenger.
590,000000042156.jpg#0,A train is stopped at a train station.
591,000000042156.jpg#1,train car parked on the tracks near a depot
592,000000042156.jpg#2,The yellow train is pulled up to the boarding platform.
593,000000042156.jpg#3,The rear end of a train as it comes to a stop at the station
594,000000042156.jpg#4,A train stops at a vacant train station.
595,000000477061.jpg#0,An inside look at the back of an open vehicle. 
